frame_index,timestamp_ms,detected,nose_x,nose_y,nose_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z
1376,57291.667,True,-0.050015,-0.584389,-0.301248,0.041785,-0.59973,-0.195894,-0.105177,-0.556415,-0.183067,0.15357,-0.432819,-0.061338,-0.146169,-0.49144,-0.014104,0.206866,-0.229582,-0.114018,-0.207481,-0.217774,-0.082163,0.070356,-0.16909,-0.1436,-0.115535,-0.162386,-0.228065,0.09566,0.001767,0.034886,-0.092621,-0.009704,-0.034666
1377,57333.333,True,-0.046968,-0.5877,-0.296379,0.044012,-0.601194,-0.192804,-0.101579,-0.558804,-0.180216,0.154224,-0.433395,-0.060695,-0.144242,-0.494226,-0.011112,0.207286,-0.231683,-0.105447,-0.202189,-0.22271,-0.074871,0.070512,-0.175791,-0.131768,-0.108671,-0.169876,-0.213928,0.095772,0.001934,0.034875,-0.09273,-0.009857,-0.034652
1378,57375.0,True,-0.044585,-0.588564,-0.295688,0.044677,-0.601226,-0.19126,-0.100864,-0.558843,-0.179959,0.154236,-0.433196,-0.060176,-0.144293,-0.494097,-0.009933,0.208328,-0.231836,-0.100649,-0.201197,-0.22231,-0.072082,0.071712,-0.177473,-0.13021,-0.107481,-0.169531,-0.21394,0.096077,0.001946,0.035136,-0.093043,-0.009871,-0.034862
1379,57416.667,True,-0.041583,-0.588497,-0.299705,0.047645,-0.601206,-0.193899,-0.098541,-0.558922,-0.184146,0.155051,-0.433224,-0.062223,-0.144015,-0.495381,-0.013261,0.208181,-0.231969,-0.101866,-0.200624,-0.223128,-0.076733,0.071972,-0.176971,-0.130617,-0.107526,-0.169318,-0.220104,0.096094,0.002127,0.035114,-0.093067,-0.010024,-0.034847
1380,57458.333,True,-0.040488,-0.58825,-0.299515,0.04897,-0.601127,-0.193708,-0.097772,-0.558829,-0.183826,0.155833,-0.433233,-0.061702,-0.141409,-0.495289,-0.012244,0.209705,-0.232164,-0.101259,-0.197539,-0.222861,-0.0767,0.077021,-0.177193,-0.130566,-0.104808,-0.170305,-0.22172,0.096143,0.002169,0.03505,-0.093117,-0.010092,-0.034768
1381,57500.0,True,-0.037135,-0.588417,-0.299322,0.050209,-0.60218,-0.19346,-0.096548,-0.559666,-0.18414,0.156004,-0.434787,-0.061566,-0.139964,-0.496334,-0.012301,0.209845,-0.233976,-0.1014,-0.195186,-0.222954,-0.078413,0.077468,-0.178952,-0.130694,-0.102385,-0.174696,-0.22326,0.096085,0.002265,0.034787,-0.09305,-0.010208,-0.034527
1382,57541.667,True,-0.036773,-0.588816,-0.299046,0.050333,-0.602487,-0.193101,-0.096336,-0.560137,-0.183944,0.155528,-0.435302,-0.061537,-0.139872,-0.496827,-0.008932,0.209902,-0.23488,-0.09964,-0.195276,-0.223559,-0.066717,0.0775,-0.178794,-0.122939,-0.102698,-0.177774,-0.199395,0.095938,0.002415,0.033472,-0.092891,-0.010316,-0.033253
1383,57583.333,True,-0.036555,-0.587821,-0.299491,0.050525,-0.602369,-0.192969,-0.096336,-0.560118,-0.184517,0.155592,-0.43531,-0.061484,-0.140698,-0.496901,-0.010014,0.21011,-0.234519,-0.101774,-0.199105,-0.223424,-0.074978,0.079541,-0.178613,-0.132511,-0.107158,-0.176624,-0.21852,0.096059,0.002424,0.033554,-0.093002,-0.010331,-0.033329
1384,57625.0,True,-0.039121,-0.583531,-0.297481,0.04646,-0.600167,-0.189092,-0.100398,-0.557662,-0.18262,0.151503,-0.434154,-0.058254,-0.147409,-0.49502,-0.008247,0.20834,-0.229988,-0.101962,-0.210446,-0.218003,-0.074898,0.078852,-0.173618,-0.135381,-0.115368,-0.168555,-0.218209,0.095977,0.002321,0.033617,-0.092928,-0.010156,-0.033387
1385,57666.667,True,-0.039066,-0.581102,-0.298077,0.04703,-0.598217,-0.189083,-0.099972,-0.55485,-0.182589,0.152559,-0.432953,-0.057883,-0.147589,-0.491782,-0.008858,0.208559,-0.227505,-0.104686,-0.20971,-0.213232,-0.074822,0.078398,-0.168098,-0.135657,-0.109551,-0.160257,-0.205798,0.095947,0.002261,0.034989,-0.092895,-0.010035,-0.034916
1386,57708.333,True,-0.038996,-0.581148,-0.296236,0.047097,-0.598217,-0.188665,-0.099204,-0.555071,-0.182223,0.15438,-0.432948,-0.057012,-0.147054,-0.491833,-0.008808,0.219037,-0.227736,-0.104921,-0.207191,-0.214125,-0.074574,0.086597,-0.167582,-0.143536,-0.106254,-0.160483,-0.206536,0.095965,0.002263,0.034903,-0.092899,-0.010064,-0.034807
1387,57750.0,True,-0.040472,-0.580398,-0.298603,0.04734,-0.594984,-0.19131,-0.099082,-0.555081,-0.182603,0.154353,-0.43141,-0.059385,-0.147014,-0.491858,-0.010416,0.218835,-0.227687,-0.10515,-0.207044,-0.214203,-0.077389,0.087968,-0.165709,-0.142277,-0.106858,-0.158298,-0.218035,0.096175,0.002258,0.034869,-0.093119,-0.010066,-0.034746
1388,57791.667,True,-0.045473,-0.579684,-0.299353,0.046749,-0.592408,-0.194562,-0.099038,-0.554381,-0.182748,0.154512,-0.429274,-0.062324,-0.148826,-0.490745,-0.014869,0.223904,-0.227594,-0.110842,-0.207566,-0.212,-0.080712,0.098593,-0.164352,-0.15104,-0.107111,-0.153913,-0.225863,0.096391,0.002167,0.035505,-0.093377,-0.009954,-0.035341
1389,57833.333,True,-0.045673,-0.581777,-0.2994,0.047542,-0.592591,-0.199843,-0.094118,-0.558483,-0.185084,0.155872,-0.429233,-0.066233,-0.147763,-0.491985,-0.019295,0.227913,-0.228427,-0.118253,-0.203647,-0.214621,-0.085078,0.098871,-0.164393,-0.157026,-0.101649,-0.154223,-0.225462,0.096374,0.002155,0.035605,-0.093343,-0.009968,-0.035474
1390,57875.0,True,-0.045929,-0.58424,-0.292754,0.048416,-0.592622,-0.193241,-0.092797,-0.560646,-0.174687,0.155774,-0.429124,-0.062737,-0.146766,-0.493379,-0.011736,0.227602,-0.228673,-0.112084,-0.20359,-0.214859,-0.079062,0.098578,-0.163697,-0.143818,-0.104379,-0.154472,-0.223237,0.096423,0.002195,0.035581,-0.093396,-0.01002,-0.035421
1391,57916.667,True,-0.044861,-0.585488,-0.291605,0.05078,-0.592217,-0.191583,-0.089575,-0.561445,-0.173672,0.156509,-0.427847,-0.061944,-0.145842,-0.493705,-0.011038,0.228228,-0.228655,-0.109296,-0.202295,-0.214896,-0.077622,0.099364,-0.163714,-0.140957,-0.104364,-0.15458,-0.222955,0.096551,0.002239,0.035533,-0.09351,-0.010096,-0.035351
1392,57958.333,True,-0.044814,-0.585721,-0.29182,0.0516,-0.592256,-0.191941,-0.089105,-0.562267,-0.173912,0.15658,-0.427861,-0.06246,-0.144249,-0.495474,-0.01104,0.227846,-0.2291,-0.110274,-0.20212,-0.217476,-0.077905,0.098812,-0.163725,-0.142121,-0.10926,-0.155115,-0.226331,0.096562,0.002299,0.035424,-0.093515,-0.010223,-0.035214
1393,58000.0,True,-0.04475,-0.585502,-0.288455,0.052236,-0.591938,-0.187352,-0.08873,-0.562287,-0.169667,0.156984,-0.427957,-0.058343,-0.143113,-0.495481,-0.004928,0.22868,-0.229139,-0.109689,-0.19891,-0.216739,-0.072158,0.098826,-0.163744,-0.144539,-0.107241,-0.155209,-0.220672,0.096598,0.002317,0.035244,-0.093531,-0.010257,-0.035001
1394,58041.667,True,-0.044772,-0.586446,-0.285121,0.052347,-0.592251,-0.182576,-0.088777,-0.562806,-0.164022,0.156787,-0.428046,-0.05469,-0.142696,-0.497573,0.000248,0.225321,-0.231773,-0.099405,-0.198214,-0.220106,-0.068106,0.098583,-0.166001,-0.128323,-0.106831,-0.158088,-0.219566,0.096608,0.002494,0.034596,-0.093542,-0.010417,-0.034263
1395,58083.333,True,-0.043188,-0.585548,-0.294585,0.053621,-0.591893,-0.193057,-0.087962,-0.56215,-0.17642,0.157606,-0.427673,-0.062941,-0.141888,-0.497657,-0.01243,0.225871,-0.23213,-0.109175,-0.198533,-0.222182,-0.079012,0.105406,-0.165543,-0.144734,-0.105937,-0.158127,-0.229563,0.096618,0.002522,0.034696,-0.093551,-0.010471,-0.034359
1396,58125.0,True,-0.041586,-0.585592,-0.290369,0.055231,-0.59256,-0.189308,-0.086262,-0.563115,-0.174117,0.160727,-0.428505,-0.059537,-0.14034,-0.498622,-0.006827,0.230778,-0.232329,-0.108466,-0.197479,-0.223921,-0.068199,0.105761,-0.16696,-0.147039,-0.105209,-0.161634,-0.21764,0.096657,0.002533,0.034695,-0.093562,-0.010497,-0.034355
1397,58166.667,True,-0.041665,-0.58614,-0.293924,0.055311,-0.592821,-0.190545,-0.08689,-0.563129,-0.17483,0.160657,-0.428517,-0.060308,-0.140343,-0.498835,-0.007549,0.22774,-0.232334,-0.106038,-0.197498,-0.224052,-0.07044,0.104552,-0.167146,-0.138238,-0.105485,-0.162695,-0.227561,0.097023,0.002591,0.034696,-0.093983,-0.010561,-0.034346
1398,58208.333,True,-0.041538,-0.585469,-0.2992,0.055961,-0.59278,-0.197869,-0.086629,-0.563144,-0.181982,0.161247,-0.428498,-0.064883,-0.139673,-0.499254,-0.014798,0.228913,-0.232389,-0.109712,-0.197373,-0.225065,-0.076459,0.105841,-0.167196,-0.142797,-0.104634,-0.16185,-0.227603,0.096937,0.002643,0.034683,-0.093853,-0.010646,-0.034342
1399,58250.0,True,-0.04135,-0.58541,-0.299976,0.056329,-0.592704,-0.198163,-0.0866,-0.562459,-0.182254,0.161846,-0.428312,-0.065169,-0.13914,-0.497775,-0.014807,0.229199,-0.232384,-0.109665,-0.195331,-0.222922,-0.076495,0.105633,-0.167484,-0.144145,-0.09911,-0.161796,-0.227421,0.097082,0.002665,0.034834,-0.093976,-0.010669,-0.034474
1400,58291.667,True,-0.039789,-0.586844,-0.299381,0.05674,-0.593573,-0.194991,-0.086612,-0.562728,-0.181574,0.161709,-0.428341,-0.062486,-0.138977,-0.497813,-0.014466,0.228516,-0.233509,-0.105091,-0.19508,-0.223115,-0.076422,0.105444,-0.168162,-0.143073,-0.099218,-0.162095,-0.228378,0.097208,0.002658,0.036099,-0.094093,-0.010682,-0.03565
1401,58333.333,True,-0.039284,-0.586994,-0.29854,0.057091,-0.593742,-0.192604,-0.086622,-0.56292,-0.179823,0.161482,-0.428972,-0.060086,-0.138736,-0.498322,-0.011079,0.228386,-0.236355,-0.103189,-0.194433,-0.223906,-0.073656,0.104638,-0.171009,-0.141633,-0.099312,-0.163767,-0.225643,0.097196,0.002709,0.035932,-0.094075,-0.010745,-0.035478
1402,58375.0,True,-0.034716,-0.587042,-0.297333,0.060643,-0.593922,-0.190283,-0.084265,-0.563422,-0.178995,0.16295,-0.429049,-0.058075,-0.137081,-0.498702,-0.009992,0.22915,-0.235541,-0.103171,-0.193258,-0.223892,-0.073657,0.104983,-0.170271,-0.141727,-0.098752,-0.163904,-0.225029,0.097203,0.002817,0.035551,-0.094075,-0.010878,-0.035126
1403,58416.667,True,-0.035796,-0.586582,-0.297252,0.059428,-0.593777,-0.189904,-0.086355,-0.563204,-0.17872,0.160248,-0.429306,-0.057966,-0.137853,-0.498753,-0.007523,0.227768,-0.236113,-0.102803,-0.193899,-0.225087,-0.06931,0.10336,-0.171008,-0.140283,-0.100974,-0.167121,-0.219667,0.09721,0.00282,0.035546,-0.094079,-0.010872,-0.035115
1404,58458.333,True,-0.036227,-0.584118,-0.300012,0.059402,-0.592666,-0.191214,-0.087018,-0.56161,-0.179635,0.160217,-0.42886,-0.058774,-0.138838,-0.498155,-0.009196,0.22682,-0.234676,-0.109322,-0.196763,-0.223401,-0.075014,0.103278,-0.167926,-0.149591,-0.104913,-0.162995,-0.225997,0.097228,0.002832,0.035608,-0.094103,-0.010882,-0.035175
1405,58500.0,True,-0.036286,-0.584129,-0.298965,0.059022,-0.592696,-0.189779,-0.087457,-0.561578,-0.179109,0.160081,-0.428948,-0.056912,-0.139027,-0.49791,-0.008288,0.226683,-0.234236,-0.106082,-0.196588,-0.223196,-0.072931,0.101963,-0.167854,-0.147208,-0.10297,-0.163215,-0.21934,0.097272,0.002804,0.035638,-0.094135,-0.010855,-0.035201
1406,58541.667,True,-0.036821,-0.583875,-0.294656,0.058409,-0.592895,-0.187168,-0.087683,-0.561702,-0.175521,0.159454,-0.429606,-0.054606,-0.138954,-0.498434,-0.00449,0.226194,-0.234288,-0.105371,-0.196662,-0.223819,-0.07035,0.10121,-0.168227,-0.14674,-0.103247,-0.16543,-0.213383,0.096918,0.002811,0.035257,-0.09374,-0.010862,-0.03484
1407,58583.333,True,-0.03638,-0.583208,-0.294662,0.058579,-0.593026,-0.187577,-0.087101,-0.561783,-0.176068,0.159618,-0.429668,-0.055242,-0.138433,-0.498996,-0.005299,0.22522,-0.232124,-0.107439,-0.196258,-0.224315,-0.071525,0.100821,-0.167656,-0.147313,-0.102066,-0.164322,-0.21334,0.096522,0.002845,0.034597,-0.093299,-0.010886,-0.034293
1408,58625.0,True,-0.035025,-0.582686,-0.294351,0.058942,-0.593036,-0.187291,-0.086866,-0.561387,-0.176095,0.160613,-0.430086,-0.054898,-0.138179,-0.498753,-0.005768,0.227254,-0.233119,-0.107535,-0.19634,-0.223836,-0.074034,0.10377,-0.169485,-0.154019,-0.101773,-0.164422,-0.222516,0.096728,0.002839,0.034907,-0.093493,-0.010888,-0.034566
1409,58666.667,True,-0.034962,-0.581046,-0.295136,0.058734,-0.59301,-0.188903,-0.086925,-0.56104,-0.178824,0.160315,-0.430384,-0.055714,-0.138178,-0.498952,-0.006777,0.226585,-0.233324,-0.108449,-0.196315,-0.224145,-0.075183,0.102108,-0.172493,-0.154512,-0.102153,-0.167914,-0.222594,0.096577,0.00287,0.034912,-0.09333,-0.010917,-0.034578
1410,58708.333,True,-0.032392,-0.581054,-0.293606,0.058729,-0.594195,-0.189013,-0.085366,-0.561291,-0.180674,0.160798,-0.431711,-0.055847,-0.136501,-0.499314,-0.008617,0.226858,-0.233853,-0.111727,-0.194103,-0.224295,-0.077126,0.101953,-0.176784,-0.165922,-0.097938,-0.171293,-0.221011,0.095971,0.002911,0.034907,-0.092663,-0.010972,-0.034582
1411,58750.0,True,-0.032395,-0.5807,-0.296768,0.058301,-0.594305,-0.19107,-0.086039,-0.561046,-0.184737,0.159905,-0.432945,-0.059821,-0.136837,-0.49935,-0.008858,0.226681,-0.235758,-0.112255,-0.194188,-0.226134,-0.07561,0.100658,-0.178731,-0.164565,-0.098008,-0.175409,-0.216492,0.095972,0.002918,0.034909,-0.09266,-0.010975,-0.034581
1412,58791.667,True,-0.033506,-0.577783,-0.306819,0.056949,-0.593371,-0.202063,-0.087754,-0.558954,-0.1953,0.15961,-0.432027,-0.066609,-0.139685,-0.498891,-0.018653,0.224816,-0.233729,-0.11975,-0.196353,-0.225537,-0.079826,0.097372,-0.178581,-0.165108,-0.099307,-0.173228,-0.215407,0.095656,0.002925,0.034871,-0.092389,-0.010943,-0.034577
1413,58833.333,True,-0.033344,-0.577556,-0.309005,0.056842,-0.593267,-0.207819,-0.087304,-0.558897,-0.201689,0.159639,-0.43192,-0.071519,-0.139663,-0.49879,-0.026495,0.224806,-0.233734,-0.126021,-0.196233,-0.224386,-0.088942,0.097377,-0.178595,-0.174291,-0.098079,-0.17256,-0.220444,0.09547,0.002929,0.034891,-0.092203,-0.010947,-0.034633
1414,58875.0,True,-0.033367,-0.577248,-0.306308,0.057274,-0.593279,-0.202866,-0.087268,-0.558983,-0.194216,0.159835,-0.43237,-0.067513,-0.139575,-0.49937,-0.018212,0.225101,-0.233773,-0.120841,-0.196625,-0.225193,-0.081492,0.097344,-0.178475,-0.162876,-0.099834,-0.174717,-0.215626,0.095464,0.002955,0.034464,-0.092193,-0.010961,-0.034231
1415,58916.667,True,-0.034375,-0.5773,-0.304639,0.057181,-0.593159,-0.200888,-0.087788,-0.558885,-0.190672,0.159843,-0.432261,-0.066036,-0.139551,-0.498942,-0.016986,0.225099,-0.233865,-0.119901,-0.197865,-0.225106,-0.081401,0.09877,-0.178346,-0.16324,-0.102146,-0.174474,-0.224273,0.095916,0.002962,0.034532,-0.092639,-0.010987,-0.034274
1416,58958.333,True,-0.037801,-0.576966,-0.304394,0.056018,-0.593056,-0.200698,-0.089206,-0.55871,-0.190147,0.159779,-0.432054,-0.065964,-0.139835,-0.498734,-0.016899,0.224726,-0.232396,-0.118794,-0.199041,-0.224831,-0.081833,0.098816,-0.174624,-0.155557,-0.102521,-0.167637,-0.22427,0.09591,0.002957,0.034424,-0.09263,-0.010981,-0.034182
1417,59000.0,True,-0.038363,-0.576967,-0.302612,0.055875,-0.592988,-0.198995,-0.089384,-0.558047,-0.186455,0.160221,-0.431501,-0.065255,-0.13976,-0.49723,-0.016111,0.224715,-0.231459,-0.118635,-0.198936,-0.222678,-0.081513,0.100259,-0.168822,-0.155635,-0.101523,-0.162364,-0.224139,0.09597,0.002968,0.034416,-0.092695,-0.010997,-0.034174
1418,59041.667,True,-0.041144,-0.577074,-0.299699,0.053811,-0.592036,-0.193422,-0.092811,-0.556534,-0.180209,0.159083,-0.430215,-0.060151,-0.140908,-0.493722,-0.009038,0.224185,-0.231065,-0.107805,-0.200794,-0.220095,-0.068331,0.100116,-0.164117,-0.147213,-0.102889,-0.162013,-0.213293,0.096562,0.002926,0.03465,-0.093336,-0.010966,-0.03432
1419,59083.333,True,-0.044718,-0.577084,-0.297961,0.0532,-0.592044,-0.191317,-0.094483,-0.556498,-0.174402,0.158459,-0.429958,-0.058345,-0.142048,-0.493753,-0.007723,0.213001,-0.228724,-0.105851,-0.203207,-0.216866,-0.068865,0.100217,-0.138096,-0.13083,-0.104574,-0.157142,-0.213145,0.09656,0.003108,0.034278,-0.093346,-0.011089,-0.033921
1420,59125.0,True,-0.043078,-0.581472,-0.283464,0.053745,-0.593556,-0.172156,-0.094486,-0.55697,-0.158294,0.158458,-0.429977,-0.043998,-0.142,-0.492665,0.002378,0.213502,-0.22926,-0.09468,-0.203162,-0.214571,-0.066485,0.101904,-0.141782,-0.12689,-0.105548,-0.154774,-0.211895,0.097018,0.003131,0.034152,-0.093818,-0.011109,-0.033728
1421,59166.667,True,-0.042817,-0.582006,-0.286682,0.05416,-0.593546,-0.173343,-0.094461,-0.556083,-0.159377,0.158758,-0.429025,-0.046745,-0.142006,-0.490118,-0.002159,0.208637,-0.228157,-0.095765,-0.20361,-0.211621,-0.071955,0.101661,-0.132771,-0.12163,-0.107158,-0.148889,-0.215446,0.097512,0.003149,0.034226,-0.094355,-0.011114,-0.033787
1422,59208.333,True,-0.043241,-0.586192,-0.28494,0.051937,-0.596161,-0.170249,-0.09804,-0.55717,-0.158906,0.154832,-0.429443,-0.04374,-0.145919,-0.48926,0.000654,0.20817,-0.230476,-0.08354,-0.206893,-0.209752,-0.069214,0.107674,-0.13136,-0.108322,-0.111814,-0.144369,-0.214232,0.097794,0.002932,0.034233,-0.09458,-0.01088,-0.033782
1423,59250.0,True,-0.043247,-0.586361,-0.288512,0.052418,-0.596099,-0.171162,-0.097939,-0.556497,-0.160184,0.15493,-0.427758,-0.044014,-0.146387,-0.489149,-0.001305,0.202073,-0.228488,-0.085497,-0.209303,-0.210078,-0.072777,0.116243,-0.095644,-0.10452,-0.114475,-0.136249,-0.215923,0.097848,0.002968,0.034323,-0.094652,-0.010878,-0.033882
1424,59291.667,True,-0.044516,-0.588408,-0.28306,0.050422,-0.597728,-0.162621,-0.103414,-0.558016,-0.153236,0.150999,-0.429992,-0.036787,-0.15034,-0.489178,0.008945,0.204808,-0.234824,-0.070384,-0.217048,-0.210179,-0.065318,0.133714,-0.105419,-0.095094,-0.150101,-0.136685,-0.216635,0.098502,0.002705,0.034272,-0.095205,-0.010546,-0.033738
1425,59333.333,True,-0.044666,-0.585335,-0.297011,0.050688,-0.597308,-0.179247,-0.103222,-0.556885,-0.168075,0.151317,-0.430012,-0.048409,-0.150177,-0.48922,-0.008387,0.205323,-0.23544,-0.08084,-0.216483,-0.211901,-0.081742,0.133106,-0.101687,-0.099277,-0.146798,-0.13038,-0.223363,0.098404,0.002715,0.034882,-0.095086,-0.010552,-0.034475
1426,59375.0,True,-0.05211,-0.583816,-0.291583,0.044466,-0.597263,-0.173222,-0.108624,-0.556321,-0.160312,0.149091,-0.430923,-0.044581,-0.154043,-0.488926,0.003068,0.205689,-0.235677,-0.081535,-0.219793,-0.211954,-0.060287,0.128591,-0.104409,-0.101801,-0.143322,-0.126719,-0.191942,0.098396,0.002449,0.034359,-0.095057,-0.01016,-0.033907
1427,59416.667,True,-0.052497,-0.583252,-0.291366,0.043749,-0.597675,-0.173744,-0.108388,-0.556273,-0.160454,0.148726,-0.432509,-0.045326,-0.153922,-0.488944,0.002892,0.203603,-0.235737,-0.091443,-0.212407,-0.211418,-0.061656,0.107411,-0.106236,-0.103602,-0.131961,-0.127258,-0.195216,0.097347,0.002384,0.034265,-0.094036,-0.010089,-0.033865
1428,59458.333,True,-0.058253,-0.581762,-0.290893,0.042048,-0.597248,-0.17295,-0.110723,-0.555616,-0.155415,0.147335,-0.432752,-0.045122,-0.15394,-0.489317,0.005775,0.202948,-0.237154,-0.094845,-0.21428,-0.216959,-0.0586,0.107774,-0.108529,-0.110803,-0.137111,-0.12411,-0.184913,0.097014,0.002375,0.033659,-0.093702,-0.009998,-0.033254
1429,59500.0,True,-0.058124,-0.581778,-0.290453,0.041299,-0.597172,-0.173117,-0.111055,-0.555552,-0.155904,0.14624,-0.432864,-0.045229,-0.153868,-0.489206,0.005233,0.201573,-0.238128,-0.098607,-0.213398,-0.2161,-0.063505,0.097782,-0.122549,-0.120264,-0.129416,-0.13408,-0.194306,0.096814,0.002372,0.033578,-0.093577,-0.009987,-0.033162
1430,59541.667,True,-0.057941,-0.582238,-0.289012,0.041409,-0.597489,-0.173207,-0.110805,-0.555876,-0.156229,0.146812,-0.433214,-0.044968,-0.152996,-0.489276,0.004958,0.205992,-0.238763,-0.100705,-0.207005,-0.215621,-0.064939,0.097885,-0.138758,-0.125433,-0.124136,-0.136541,-0.204415,0.096586,0.002355,0.033569,-0.093387,-0.00997,-0.033156
1431,59583.333,True,-0.057123,-0.581768,-0.287404,0.041655,-0.597442,-0.173081,-0.110352,-0.555834,-0.156395,0.147648,-0.433368,-0.044551,-0.152316,-0.489315,0.005697,0.207575,-0.238649,-0.100924,-0.20549,-0.214453,-0.064469,0.09711,-0.147814,-0.127488,-0.121126,-0.143252,-0.204557,0.096579,0.002392,0.033359,-0.093387,-0.009999,-0.032942
1432,59625.0,True,-0.05625,-0.581445,-0.286949,0.042045,-0.597425,-0.173146,-0.109631,-0.555772,-0.156539,0.149013,-0.43344,-0.044523,-0.151339,-0.489426,0.00558,0.208605,-0.23762,-0.102436,-0.203763,-0.213809,-0.06464,0.094508,-0.148156,-0.131681,-0.118369,-0.1448,-0.204984,0.096553,0.002416,0.033312,-0.093373,-0.010021,-0.032908
1433,59666.667,True,-0.056132,-0.581668,-0.286103,0.042187,-0.597409,-0.172759,-0.109535,-0.555978,-0.156159,0.148855,-0.433304,-0.044055,-0.1511,-0.490367,0.005783,0.20563,-0.236389,-0.101546,-0.207129,-0.214269,-0.065355,0.094527,-0.143552,-0.131253,-0.127229,-0.146371,-0.214211,0.096553,0.002539,0.033198,-0.093387,-0.010123,-0.03274
1434,59708.333,True,-0.054625,-0.581591,-0.285584,0.043713,-0.597399,-0.172529,-0.108,-0.55608,-0.15612,0.150012,-0.433308,-0.04351,-0.150232,-0.49062,0.005999,0.206774,-0.23559,-0.101492,-0.206423,-0.214192,-0.065455,0.095944,-0.143172,-0.131595,-0.126122,-0.147299,-0.214482,0.096568,0.002601,0.033093,-0.093407,-0.010191,-0.032624
1435,59750.0,True,-0.054096,-0.581455,-0.284623,0.044102,-0.597272,-0.172186,-0.107703,-0.555914,-0.155612,0.15087,-0.43326,-0.043041,-0.149235,-0.490464,0.007936,0.209873,-0.235057,-0.101295,-0.205445,-0.213171,-0.063534,0.096019,-0.151075,-0.131415,-0.124047,-0.149011,-0.212849,0.096574,0.002626,0.033009,-0.093419,-0.010213,-0.032537
1436,59791.667,True,-0.053955,-0.58094,-0.284632,0.044198,-0.596559,-0.172251,-0.107585,-0.555355,-0.155636,0.15094,-0.432694,-0.043035,-0.149166,-0.490226,0.007762,0.209858,-0.234765,-0.101243,-0.205451,-0.212732,-0.063762,0.09771,-0.147767,-0.130976,-0.122408,-0.148934,-0.212968,0.096594,0.00269,0.032931,-0.093462,-0.010261,-0.032445
1437,59833.333,True,-0.053859,-0.580899,-0.284658,0.044248,-0.596878,-0.172851,-0.107529,-0.555333,-0.1559,0.151615,-0.433496,-0.04318,-0.148996,-0.490137,0.007678,0.211338,-0.235263,-0.101411,-0.205058,-0.212444,-0.063789,0.096995,-0.154125,-0.131217,-0.120918,-0.149276,-0.211093,0.096623,0.002674,0.032909,-0.093489,-0.010245,-0.032426
1438,59875.0,True,-0.05381,-0.580764,-0.284497,0.04454,-0.596871,-0.172688,-0.107449,-0.555336,-0.155274,0.151646,-0.433501,-0.042537,-0.148362,-0.491218,0.00762,0.209841,-0.235211,-0.097987,-0.206781,-0.216394,-0.064012,0.103254,-0.139076,-0.125689,-0.122634,-0.149157,-0.211241,0.096675,0.002763,0.032913,-0.093534,-0.010322,-0.03242
1439,59916.667,True,-0.050042,-0.581013,-0.281957,0.046031,-0.596863,-0.171139,-0.105405,-0.555457,-0.155026,0.152052,-0.433497,-0.041069,-0.146925,-0.491033,0.007574,0.212135,-0.235214,-0.096226,-0.206284,-0.215937,-0.066623,0.104018,-0.139132,-0.126544,-0.121095,-0.149647,-0.217111,0.096788,0.002772,0.033003,-0.093641,-0.010367,-0.032473
1440,59958.333,True,-0.050002,-0.58063,-0.282056,0.046417,-0.596887,-0.172229,-0.104713,-0.55549,-0.155945,0.152768,-0.433502,-0.042332,-0.146541,-0.490813,0.005035,0.211947,-0.234221,-0.097398,-0.206488,-0.214236,-0.069148,0.104439,-0.134924,-0.127514,-0.120851,-0.146347,-0.217008,0.096794,0.002772,0.033205,-0.093638,-0.010376,-0.032702
1441,60000.0,True,-0.048958,-0.580681,-0.282871,0.047787,-0.597203,-0.174523,-0.102676,-0.555911,-0.158041,0.153908,-0.433699,-0.045924,-0.145351,-0.490777,0.00261,0.211923,-0.234209,-0.099472,-0.205248,-0.212938,-0.069528,0.104254,-0.135232,-0.128495,-0.117423,-0.146351,-0.212834,0.096798,0.002772,0.0332,-0.093627,-0.010383,-0.032703
1442,60041.667,True,-0.043714,-0.581478,-0.283401,0.048742,-0.597555,-0.176338,-0.099551,-0.556452,-0.164063,0.154712,-0.433678,-0.04766,-0.143592,-0.490772,0.000242,0.214452,-0.232803,-0.101287,-0.201522,-0.212672,-0.07148,0.101316,-0.141036,-0.138449,-0.1138,-0.147512,-0.214227,0.096775,0.002765,0.033198,-0.093591,-0.010401,-0.0327
1443,60083.333,True,-0.038481,-0.583592,-0.281558,0.049566,-0.598081,-0.172267,-0.098854,-0.557235,-0.163928,0.154718,-0.433469,-0.045815,-0.143898,-0.491188,0.001059,0.214816,-0.231449,-0.096468,-0.203742,-0.21305,-0.071411,0.099549,-0.143541,-0.134169,-0.120103,-0.149827,-0.215286,0.096911,0.002796,0.033104,-0.093733,-0.010442,-0.032585
